ticket_id,tenant_id,opened_by_user_id,created_at,priority,channel,subject,body,resolved_at,csat_score
TK300940,T1030,ULDAJJO5OK,2025-04-15 14:38:22,high,slack,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, mostly on Windows 11",2025-04-16 04:18:39.088102055,4.3
TK300941,T1035,UT7AWRPMEH,2024-11-15 15:01:04,high,phone,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?",2024-11-17 20:49:29.446596230,4.4
TK300942,T1009,UEF0VOTQTX,2025-03-16 14:40:13,low,email,Webhook retries too slow,"delivery lag ins (running v3.2.1)ane, partners yelling, any hotfix?, region US, mostly on macOS14",2025-03-19 06:00:03.005422033,4.4
TK300943,T1007,UNVG3KK0VM,2025-09-25 16:38:44,high,slack,Export to CSV missing columns,"downloaded report missing key  (running v4.1.2)cols, broke our pipeline",2025-09-26 18:52:32.478759449,4.2
TK300944,T1026,UM271W1WUD,2025-10-08 01:15:34,low,portal,SSO not working for new hires,"onboar (running v3.9.5)ding blocked, sso error pops after creds, urgent fix pls, region EU",2025-10-08 03:16:36.631363319,2.7
TK300945,T1032,UTB1PPQVQ1,2025-08-21 00:45:26,low,phone,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace, mostly on Windows 11 pls advise quick",2025-08-21 13:17:14.233314250,4.3
TK300946,T1015,UQHKGAD7X4,2024-12-05 17:31:18,medium,portal,Anomaly alerts too noisy,"alert storm every (running v4.0.0) morning, mostly false positives, mostly on Windows 11",2024-12-07 10:41:51.173980802,4.0
TK300947,T1001,UOX2N5ZANE,2025-05-16 23:28:58,low,portal,Audit trail gaps on weekends,"audit blank for saturday edits, compli (running v4.0.0)ance breathing down, region LATAM",2025-05-18 04:49:50.678567770,3.4
TK300948,T1000,US6TO8WYAQ,2025-10-30 12:00:52,medium,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?",2025-10-31 13:47:22.150462453,2.5
TK300949,T1014,UNAQGU5IO8,2025-09-16 21:56:50,medium,slack,QnA responses irrelevant,"qna giving nonsense, not grounded in docs, mostly on macOS14",2025-09-18 13:24:13.420450905,4.7
TK300950,T1023,UP6PNU0KI4,2024-11-23 09:26:21,low,phone,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new p (running v4.0.0)atch?, region US pls advise quick",2024-11-24 06:01:29.960699202,4.6
TK300951,T1015,U2DG1WJUII,2024-12-29 12:05:30,medium,portal,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad (running v3.9.5), mostly on macOS14",2024-12-31 06:26:27.326788845,5.0
TK300952,T1010,U9DSAV917R,2025-04-20 23:35:35,high,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region",2025-04-22 03:23:55.802669274,5.0
TK300953,T1009,URSMFQTNDY,2025-06-24 21:11:50,medium,email,QnA responses irrelevant,"qna giving nonsense, not grou (running v4.0.0)nded in docs, region LATAM",2025-06-25 19:43:13.189276582,3.7
TK300954,T1019,USZ2TVHVWH,2025-04-14 04:25:35,high,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, mostly on macOS14",2025-04-15 02:17:03.432203094,3.6
TK300955,T1035,UE40KZUJ2X,2025-02-21 22:50:06,medium,email,SSO not working for new hires,"login bombs for fr (running v3.9.5)esh accounts, maybe SCIM sync lag?, region LATAM",2025-02-22 13:56:57.551314099,4.9
TK300956,T1039,U89FIQ0FCU,2025-10-15 00:35:35,medium,teams,Anomaly alerts too noisy,"noise level  (running v3.2.1)crazy, ops ignoring alerts now, mostly on macOS14",2025-10-16 07:36:04.877840950,3.5
TK300957,T1014,UIPLK5BOV3,2025-08-31 11:46:28,medium,email,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync l (running v4.1.2)ag?, region US",2025-09-02 02:30:18.874088663,4.5
TK300958,T1001,UQIUT6HRCF,2024-12-31 20:38:22,high,phone,QnA responses irrelevant,"responses off-topic, customers confused big time, region LATAM, mostly on macOS14",2025-01-03 11:39:05.498222455,5.0
TK300959,T1027,UP0VUH17J8,2025-01-28 19:45:28,low,phone,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, region US, mostly on Windows 11",2025-01-31 08:24:11.786022136,4.2
TK300960,T1023,UD0LQ1MZ9K,2025-04-10 16:35:21,medium,portal,Webhook retries too slow,"webh (running v3.9.5)ooks crawling, retries hours apart, downstream SLA toast, region LATAM, mostly on Windows 11",2025-04-11 13:39:04.006817754,3.9
TK300961,T1026,UHJ9ZU0F5E,2025-10-11 23:44:47,low,portal,SSO not working for new hires,"onboardin (running v4.0.0)g blocked, sso error pops after creds, urgent fix pls pls advise quick",2025-10-13 07:43:12.114082970,5.0
TK300962,T1006,UX35LG49FF,2025-05-17 10:38:48,medium,phone,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new patch?, mostly on Android13",2025-05-17 17:40:33.371204490,3.1
TK300963,T1035,U2VWMD5TFU,2025-08-30 14:51:58,low,email,Mobile app crashes offline,"crash lo (running v3.9.5)op in airplane mode, logs show weird stacktrace, region EU, mostly on macOS13",2025-09-01 08:43:28.344874141,3.1
TK300964,T1004,UY1QNQVIEX,2025-10-02 06:51:14,medium,phone,Anomaly alerts too noisy,"alert  (running v3.2.1)storm every morning, mostly false positives",2025-10-04 20:28:16.528557604,3.0
TK300965,T1036,UROUWFIAJI,2025-03-22 22:21:07,medium,teams,Export to CSV missing columns,"csv export skips cost center and pr (running v3.9.5)oject fields, finance mad, region APAC, mostly on Win10 pls advise quick",2025-03-24 12:55:27.576293766,5.0
TK300966,T1013,U3JRBLOJ8I,2025-07-15 02:01:34,high,portal,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region US",2025-07-15 19:36:15.045832627,3.4
TK300967,T1012,UJ9OHNJYPO,2025-10-19 22:15:08,low,email,Export to CSV missing columns,"csv export skips cost center and (running v3.9.5) project fields, finance mad, mostly on iOS17",2025-10-20 23:19:29.670189190,4.2
TK300968,T1018,UQ1VKVV411,2025-06-23 11:18:35,medium,email,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sy (running v4.0.0)nc lag?, mostly on Android13 pls advise quick",2025-06-25 14:00:42.448475441,4.0
TK300969,T1030,UXHN5E0EV6,2025-07-30 00:48:18,low,email,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace pls advise quick",2025-07-30 12:00:08.019023558,4.0
TK300970,T1031,UL104S210U,2025-03-19 08:14:04,medium,email,Export to CSV missing columns,"csv export skips cost cente (running v4.0.0)r and project fields, finance mad, mostly on iOS17",2025-03-21 09:47:15.682276559,5.0
TK300971,T1028,UF6JZQF2RK,2025-04-11 13:39:51,high,email,Audit trail gaps on weekends,"wee (running v4.0.0)kend logs missing, risk for EU region, region EU",2025-04-14 00:58:02.885738130,4.2
TK300972,T1039,UQ0S9AJYGZ,2025-09-09 14:49:58,low,portal,Mobile app crashes offline,"field reps stu (running v4.0.0)ck, app dies when offline mode kicks in, region EU",2025-09-12 00:11:15.008334910,5.0
TK300973,T1001,UJS18L9GJ4,2024-12-24 06:11:49,medium,portal,Export to CSV missing columns,"downloaded report missing key cols, broke our pipeline, mostly on Android13 pls advise quick",2024-12-24 14:33:17.280695456,5.0
TK300974,T1029,U2SC0T8DHD,2025-02-02 09:17:15,low,slack,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, region LATAM",2025-02-03 23:57:37.223248035,2.7
TK300975,T1029,UB3WYZXJQY,2025-03-07 17:40:50,medium,email,QnA responses irrelevant,"responses off-topic, customers confused big time, region US",2025-03-09 15:27:17.969772076,4.8
TK300976,T1010,UJQZDCSE09,2025-10-17 01:14:23,low,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, mostly on macOS13",2025-10-18 03:19:13.084604202,4.2
TK300977,T1012,UJWR3XUXNB,2024-12-29 04:17:26,medium,email,QnA responses irrelevant,"responses off-top (running v4.1.2)ic, customers confused big time, region APAC, mostly on macOS13 pls advise quick",2024-12-30 12:15:58.953212422,5.0
TK300978,T1021,UQXPH1Y3BQ,2024-12-06 12:40:19,low,teams,QnA responses irrelevant,"responses off-topic, customers confused big time, region EU pls advise quick",2024-12-07 13:55:23.221865562,4.7
TK300979,T1007,U8I9AKFD18,2025-06-10 22:47:25,medium,email,Anomaly alerts too noisy,"anomaly detector spamming, need tunin (running v4.1.2)g asap, mostly on macOS14",2025-06-12 07:24:12.380490942,3.8
TK300980,T1002,UNVY4H03B2,2024-12-21 13:20:52,low,portal,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, region EU pls advise quick",2024-12-21 19:21:10.005779242,3.3
TK300981,T1038,UJN7C41Q6L,2025-11-10 22:30:47,medium,email,Mobile app crashes offline,"field reps stuck (running v3.2.1), app dies when offline mode kicks in",2025-11-15 04:01:45.302243338,4.4
TK300982,T1030,UGSQOF3WGI,2025-10-25 13:53:53,high,email,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace, mostly on iOS17",2025-10-25 21:32:49.769150627,1.9
TK300983,T1016,U6F7761XS1,2024-11-29 22:39:58,medium,slack,Anomaly alerts too noisy,"alert storm every morning, mostly false pos (running v4.0.0)itives",2024-12-01 11:13:07.797035194,4.1
TK300984,T1020,UPNFIRCVCZ,2025-02-10 14:23:03,low,slack,Audit trail gaps on weekends,"trail holes after midnight ops, scary f (running v3.2.1)or audits, mostly on Windows 11",2025-02-12 14:10:26.851841830,4.5
TK300985,T1019,UD91COO004,2025-06-11 11:39:47,low,email,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag? (running v3.2.1), region APAC pls advise quick",2025-06-12 18:19:15.163337915,3.7
TK300986,T1027,U5P39VHG9P,2024-11-15 02:00:02,low,email,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, region EU, mostly on Win10",2024-11-15 23:06:52.557618976,3.3
TK300987,T1013,U8W3ZP08J3,2025-05-26 18:41:28,medium,teams,Mobile app crashes offline,"offline sync triggers crash, started after v4  (running v4.0.0)rollout, mostly on iOS17",2025-05-27 05:58:27.418165309,5.0
TK300988,T1024,UQ74FCM56J,2025-07-23 20:28:00,medium,portal,QnA responses irrelevant,"bot answers outdated stuff,  (running v3.2.1)pricing info wrong, region EU",2025-07-24 14:10:29.875858930,4.0
TK300989,T1014,U3QIUA08EK,2025-09-03 06:19:50,high,phone,QnA responses irrelevant,"q (running v3.9.5)na giving nonsense, not grounded in docs, region EU",2025-09-03 23:48:27.083861494,3.5
TK300990,T1036,URJDL2ANPS,2025-07-14 05:01:25,low,slack,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, region LATAM",2025-07-16 20:30:31.365642294,3.5
TK300991,T1026,U2E6XDMR7B,2025-08-11 21:44:07,high,phone,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad pls advise quick",2025-08-14 11:00:33.691247340,4.6
TK300992,T1009,U9ARAU76UX,2025-05-07 15:36:35,low,email,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits, mostly on macOS13",2025-05-09 01:05:43.342695741,5.0
TK300993,T1015,UY98OPBH4E,2025-10-17 06:31:45,medium,teams,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, mostly on iOS17 pls advise quick",2025-10-18 08:29:21.179518017,3.7
TK300994,T1029,UJLVY6L1XX,2024-12-19 11:48:09,low,email,Audit trail gaps on weekends,"audit blank for saturday edits, complian (running v3.2.1)ce breathing down",2024-12-22 02:45:47.591803850,4.6
TK300995,T1011,UZ2K1KO6XN,2025-10-22 16:10:26,low,portal,QnA responses irrelevant,"responses off-topic, customers confused big time, region US, mostly on Win10",2025-10-23 14:26:27.553669940,4.3
TK300996,T1012,UGJCJ5DOH5,2025-01-17 08:29:22,medium,slack,Audit trail gaps on weekends,"trail holes after midnight o (running v3.2.1)ps, scary for audits, mostly on macOS13 pls advise quick",2025-01-18 18:13:46.835054041,4.0
TK300997,T1001,UNF6NV5XU6,2025-01-28 07:20:58,medium,email,Anomaly alerts too noisy,"alert storm every morning, mostly  (running v3.2.1)false positives, region APAC, mostly on iOS17",2025-01-28 16:56:35.336470007,4.4
TK300998,T1004,UWPQO2LNGI,2025-05-31 11:59:33,low,email,Export to CSV missing columns,"exports i (running v3.9.5)ncomplete since last push, need cost_center back, region LATAM, mostly on Android13 pls advise quick",2025-06-04 12:09:50.800987789,3.7
TK300999,T1019,UM7K4986K3,2025-09-28 07:28:14,low,portal,Webhook retries too slow,"webhooks crawli (running v4.1.2)ng, retries hours apart, downstream SLA toast, region US, mostly on macOS13 pls advise quick",2025-09-30 02:53:55.321928000,3.4
TK301000,T1005,UUIX6HT3IE,2024-12-14 03:31:41,high,teams,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in",2024-12-14 19:11:45.931355903,4.4
TK301001,T1033,U1BHRNLQLF,2024-11-26 02:36:03,low,teams,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace, mostly on macOS13",2024-11-27 20:40:38.076611114,4.3
TK301002,T1039,U700LFQF5E,2025-09-15 07:56:37,low,portal,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, region APAC, mostly on Android13 pls advise quick",2025-09-18 15:56:44.803804114,3.5
TK301003,T1030,U4RWB45D5K,2025-10-25 18:44:42,low,email,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, mostly on macOS14 pls advise quick",2025-10-26 16:29:51.426405988,4.9
TK301004,T1024,U7O75RH8LX,2025-10-02 01:45:05,high,phone,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in (running v3.9.5), region APAC pls advise quick",2025-10-04 00:33:44.208511872,3.6
TK301005,T1016,UCYWD14VE9,2025-09-24 06:51:16,low,portal,QnA responses irrelevant,"qna giving nonsen (running v4.1.2)se, not grounded in docs, region US pls advise quick",2025-09-25 02:10:41.369236541,4.8
TK301006,T1014,UYO6ILVB8D,2025-08-06 07:16:30,high,email,Anomaly alerts too noisy,"anomaly d (running v3.2.1)etector spamming, need tuning asap",2025-08-08 09:53:25.455850123,4.1
TK301007,T1009,UWL8MDZFWQ,2025-06-11 07:03:36,low,slack,Mobile app crashes offline,"offline sync triggers c (running v3.9.5)rash, started after v4 rollout, mostly on Win10",2025-06-13 03:48:45.056608207,4.7
TK301008,T1017,USJWH55HEW,2025-10-05 22:42:17,medium,portal,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, mostly on Android13",2025-10-06 15:13:38.468347497,3.8
TK301009,T1028,UFVB71GHLU,2025-07-29 00:14:35,medium,slack,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-p (running v3.2.1)age ones, any workaround? pls advise quick",2025-07-31 20:12:03.416905802,4.2
TK301010,T1017,UKCNYDI9WM,2025-04-08 07:41:50,low,slack,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine, region LATAM pls advise quick",2025-04-08 18:18:32.187244425,4.2
TK301011,T1023,U0S3KDZ4PP,2025-07-16 17:28:06,low,teams,QnA responses irrelevant,"responses off-topic, customers confused  (running v4.0.0)big time, region LATAM, mostly on Android13",2025-07-17 17:28:48.122017814,5.0
TK301012,T1016,UIKSMV4QQJ,2025-04-17 02:14:11,low,phone,Webhook retries too slow,"webhooks crawling, retries hours (running v4.0.0) apart, downstream SLA toast, region APAC, mostly on iOS17",2025-04-18 21:50:13.095189610,4.4
TK301013,T1010,UDHIHPSMTK,2025-09-30 13:49:54,low,email,Export to CSV missing columns,"csv export skips cost center and projec (running v3.9.5)t fields, finance mad",2025-10-02 13:30:17.368959138,4.6
TK301014,T1013,UXJG2Y8RGY,2025-08-18 07:06:19,low,email,Audit trail gaps on weekends,"tra (running v3.2.1)il holes after midnight ops, scary for audits, mostly on macOS14 pls advise quick",2025-08-20 13:56:16.940411904,4.5
TK301015,T1023,U5CGAGHFT9,2025-02-28 19:10:00,medium,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, region US",2025-03-02 17:53:50.152926136,5.0
TK301016,T1019,U3BHH85DA5,2025-06-11 23:05:57,high,email,OCR results are inconsistent,"ocr keeps jumbling invoice lin (running v4.0.0)es, maybe related to new patch? pls advise quick",2025-06-13 03:31:50.525232033,4.7
TK301017,T1028,UV2BC2NNUV,2025-09-05 13:28:58,high,phone,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, region EU, mostly on Windows 11 pls advise quick",2025-09-06 22:52:22.175237988,5.0
TK301018,T1038,UQXMCTHPHJ,2025-08-26 17:15:56,low,email,Anomaly alerts too noisy,"anomaly detector spamming (running v4.0.0), need tuning asap, mostly on Windows 11 pls advise quick",2025-08-29 03:03:56.403087356,3.7
TK301019,T1016,UAHANMVTVO,2025-01-25 00:18:19,medium,email,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap, mostly on macOS13",2025-01-25 08:14:49.940811534,4.4
TK301020,T1032,UCT1ZHT4EI,2025-10-30 09:45:08,medium,email,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, mostly on Android13",2025-10-31 17:55:22.032701469,4.2
TK301021,T1034,UGMUCJI7EK,2025-07-03 11:12:18,high,email,Mobile app crashes offline,"crash loop in airplane mode, logs show weird s (running v4.1.2)tacktrace, mostly on Android13",2025-07-05 13:54:41.304177399,3.9
TK301022,T1025,ULWVV59HOT,2025-07-17 11:13:21,high,email,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine, region US, mostly on Win10",2025-07-19 14:27:33.641126373,4.4
TK301023,T1030,UE7EOBJLZY,2025-05-09 17:45:35,medium,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, region EU, mostly on Win10",2025-05-12 07:47:07.008690164,3.9
TK301024,T1036,UYL0BU1IAD,2025-11-09 01:38:27,low,email,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrac (running v3.9.5)e, region US pls advise quick",2025-11-09 19:07:33.051256638,4.7
TK301025,T1002,UPT55HTY6X,2025-03-05 22:00:46,low,email,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, region US, mostly on Windows 11",2025-03-06 21:26:42.459644176,4.7
TK301026,T1035,UYE8S2WCZ5,2025-06-25 10:17:18,high,email,Export to CSV missing columns,"csv export skips cost center an (running v4.1.2)d project fields, finance mad",2025-06-27 02:41:31.380653048,4.2
TK301027,T1036,UL66UML3SO,2025-04-18 04:36:38,low,teams,SSO not working for new hires,"login bombs for fresh account (running v4.1.2)s, maybe SCIM sync lag? pls advise quick",2025-04-19 08:25:26.760302898,4.3
TK301028,T1001,UACJ28MSAB,2025-02-19 03:32:26,high,portal,OCR results are inconsistent,"ocr keeps jumb (running v4.1.2)ling invoice lines, maybe related to new patch?, mostly on Windows 11 pls advise quick",2025-02-20 06:30:11.594919890,4.4
TK301029,T1029,ULBO9EWO7T,2025-09-04 08:06:38,medium,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, region US, mostly on macOS14 pls advise quick",2025-09-05 17:49:57.939664524,5.0
TK301030,T1017,USQAXMVW0N,2024-12-15 22:44:47,low,email,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new patch?",2024-12-17 08:22:22.516584297,4.4
TK301031,T1009,U8OJGZACF0,2025-10-26 05:03:03,medium,phone,Audit trail gaps on weekends,"trail holes a (running v3.9.5)fter midnight ops, scary for audits pls advise quick",2025-10-27 17:50:18.789143961,4.7
TK301032,T1039,UFS7I19MO1,2025-09-22 19:01:01,high,teams,OCR results are inconsistent," (running v3.9.5)scanned docs look messy, tables broken, numbers missing, feels worse after last update",2025-09-24 23:22:39.475437418,4.5
TK301033,T1036,UX08DW54I3,2025-06-01 06:43:50,low,email,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad, region APAC, mostly on macOS14",2025-06-02 08:41:37.347209975,4.2
TK301034,T1010,UFOC9KCX61,2025-05-23 08:20:24,urgent,email,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config see (running v3.9.5)ms fine, mostly on macOS14",2025-05-24 16:09:58.574327666,4.4
TK301035,T1035,U2VHAK2X9P,2025-02-13 07:38:56,high,portal,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?",2025-02-14 14:45:30.875104140,3.8
TK301036,T1022,UJZE1XTAR0,2025-01-24 15:38:02,high,email,Audit trail gaps on weekends,"audit blank f (running v4.0.0)or saturday edits, compliance breathing down, region US pls advise quick",2025-01-26 01:03:29.035280008,4.7
TK301037,T1029,UJ0UFO2HOQ,2025-08-04 19:07:37,medium,email,Export to CSV missing columns,"exports incom (running v4.0.0)plete since last push, need cost_center back pls advise quick",2025-08-06 04:50:56.839486525,5.0
TK301038,T1028,UQSUGABIMI,2025-09-13 10:28:19,low,email,Anomaly alerts too noisy,"anomaly detector  (running v4.1.2)spamming, need tuning asap, mostly on iOS17",2025-09-14 00:45:34.549502120,5.0
TK301039,T1014,UVU69QAZ6F,2025-10-04 04:01:56,medium,email,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, mostly on Win10",2025-10-04 16:09:03.181599080,4.5
TK301040,T1038,U07G8O8G8H,2025-10-04 06:34:52,medium,email,Anomaly alerts too noisy,"anomaly detector spamming, ne (running v4.0.0)ed tuning asap, mostly on macOS13",2025-10-04 21:12:32.056623378,4.8
TK301041,T1024,UI14KMRY09,2024-12-13 13:04:27,high,portal,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits, region EU, mostly on macOS14",2024-12-14 11:20:00.149601572,4.5
TK301042,T1018,UKHD1YUJED,2025-11-09 10:46:23,low,email,QnA responses irrelevant,"qna giving nonsense, not grounded in docs, mostly on iOS17",2025-11-11 17:00:49.652431702,4.5
TK301043,T1014,U92WMSJ9UK,2025-03-21 12:52:51,low,portal,Mobile app crashes offline,"offline sync triggers crash, started after v (running v3.2.1)4 rollout, mostly on Android13",2025-03-26 12:00:28.686860864,4.3
TK301044,T1026,UFDXK31WBH,2024-12-15 09:34:51,low,phone,QnA responses irrelevant,"qna giving nonsense, not grounded in docs, region APAC",2024-12-17 00:54:07.440619807,4.2
TK301045,T1002,UMTPFORPOK,2025-01-30 20:06:40,low,portal,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down, mostly on Android13",2025-01-31 13:19:25.024449198,4.5
TK301046,T1013,USBRP14XHL,2025-10-20 02:49:22,low,email,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, mostly on macOS14 pls advise quick",2025-10-21 21:39:10.814531590,4.2
TK301047,T1001,U5QH1PTXGS,2025-02-12 19:24:35,low,portal,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, mostly on macOS13",2025-02-14 19:27:45.831605609,4.2
TK301048,T1029,UXNECRYSAU,2025-03-15 00:18:10,high,email,Export to CSV missing columns,"downloaded report missing  (running v3.9.5)key cols, broke our pipeline, mostly on Windows 11",2025-03-17 05:03:10.717119222,5.0
TK301049,T1031,UKEZNL0HHB,2025-09-14 20:12:39,medium,email,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, region EU, mostly on Win10",2025-09-15 19:25:42.555142280,4.0
TK301050,T1005,U4IPZGRSPI,2025-01-12 09:32:16,medium,portal,OCR results are inconsistent,"accuracy t (running v3.9.5)anked on PDFs, esp multi-page ones, any workaround?, region US, mostly on macOS14",2025-01-12 21:10:18.012402443,5.0
TK301051,T1021,UDRFDX89I8,2025-08-19 23:24:44,low,email,Webhook retries too slow,"webhooks crawling, r (running v3.2.1)etries hours apart, downstream SLA toast, mostly on macOS13 pls advise quick",2025-08-21 18:49:18.361586237,3.7
TK301052,T1019,U3URNJEK91,2025-10-09 14:44:26,medium,email,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down, region EU pls advise quick",2025-10-10 15:15:26.114130606,3.3
TK301053,T1009,U2DDKOXN4K,2025-04-15 18:07:26,medium,portal,Mobile app crashes offline,"field reps stuck, app dies when offline mode ki (running v3.9.5)cks in, mostly on macOS14 pls advise quick",2025-04-17 13:45:39.064693463,4.8
TK301054,T1021,UHE0SDP8MV,2025-10-25 21:32:45,medium,email,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout",2025-10-28 16:08:50.474833693,2.7
TK301055,T1006,U0U5OFQ3W3,2025-06-24 13:25:41,low,portal,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, mostly on iOS17",2025-06-24 18:11:51.414864380,5.0
TK301056,T1035,UZMTGA46AY,2025-06-22 04:28:20,medium,slack,Anomaly alerts too noisy,"noise le (running v3.9.5)vel crazy, ops ignoring alerts now, mostly on macOS13 pls advise quick",2025-06-23 04:09:35.076222656,4.4
TK301057,T1016,U8NP9S8E9G,2025-01-03 16:05:42,low,email,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region APAC, mostly on iOS17",2025-01-04 08:04:24.125679487,3.3
TK301058,T1014,UI2NR1P02J,2025-09-23 21:40:44,high,email,Audit trail gaps on weekends,"trail  (running v4.1.2)holes after midnight ops, scary for audits, region LATAM pls advise quick",2025-09-24 23:11:16.642045294,4.9
TK301059,T1030,U646UW7YE4,2025-09-25 13:55:57,medium,portal,Mobile app crashes offline,"offline sync triggers crash, started  (running v4.0.0)after v4 rollout",2025-09-28 10:32:33.608398405,3.1
TK301060,T1029,UR7GOKLVA2,2025-04-01 07:40:02,medium,email,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine, region LATAM",2025-04-02 01:31:01.692033312,4.7
TK301061,T1028,UF5S4JD1AY,2025-01-20 15:16:19,low,email,Anomaly alerts too noisy,"ano (running v4.0.0)maly detector spamming, need tuning asap, region LATAM",2025-01-23 06:14:36.913049147,4.9
TK301062,T1023,U0O7Y4XBBM,2025-04-18 20:15:42,medium,email,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits",2025-04-20 23:51:07.150917004,3.4
TK301063,T1026,UOQVSHKOEC,2025-04-13 23:43:35,high,email,QnA responses irrelevant,"qna giving nonsense, not gr (running v4.1.2)ounded in docs, mostly on iOS17",2025-04-14 23:03:16.844519832,4.0
TK301064,T1032,UR3SDUDPRK,2025-04-20 20:19:16,low,phone,Export to CSV missing columns,"exports incomplete since last push, (running v4.0.0) need cost_center back, region EU pls advise quick",2025-04-24 10:35:37.896392990,4.2
TK301065,T1005,UWF1TQV0R0,2025-06-07 10:05:24,low,phone,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down",2025-06-09 02:55:39.989775478,4.1
TK301066,T1016,UZGJVB2YT9,2025-05-29 09:15:51,medium,email,Audit trail gaps on weekends,"trail holes after midnight ops, scary for (running v4.1.2) audits, mostly on Android13",2025-05-30 01:27:38.903771202,4.0
TK301067,T1019,UI8XQ6TCLK,2025-11-01 14:30:00,medium,email,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout, region EU, mostly on Win10 pls advise quick",2025-11-02 15:17:59.238895088,4.3
TK301068,T1001,UNI10KQSOS,2025-08-12 06:45:39,high,slack,Export to CSV missing columns,"downloaded report m (running v4.1.2)issing key cols, broke our pipeline, region US",2025-08-12 14:25:36.151830873,4.3
TK301069,T1025,U3T14LYF6N,2025-08-06 05:44:19,medium,email,Webhook retries too slow,"retry logic busted, queue stuck since yesterday, region LATAM, mostly on macOS14",2025-08-07 15:34:35.650926761,4.2
TK301070,T1003,UXHIGX1PZG,2025-06-23 22:01:09,high,portal,OCR results are inconsistent,"ocr keeps jumbling  (running v3.9.5)invoice lines, maybe related to new patch?, mostly on macOS13",2025-06-25 08:26:01.870380537,4.3
TK301071,T1016,UM7PYXDW2Z,2025-05-19 11:51:20,high,slack,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related t (running v4.1.2)o new patch?, mostly on macOS13 pls advise quick",2025-05-21 02:11:54.645767900,4.5
